,id,name,county,state_code,state,zip_codes,type,population,median_income
11861,39782,El Paso,El Paso County,TX,Texas,79835 / 79901 / 79902 / 79903 / 79904 / 79905 / 79906 / 79907 / 79908 / 79910 / 79911 / 79912 / 79913 / 79914 / 79915 / 79916 / 79917 / 79918 / 79920 / 79922 / 79923 / 79924 / 79925 / 79926 / 79927 / 79928 / 79929 / 79930 / 79931 / 79932 / 79934 / 79935 / 79936 / 79937 / 79938 / 79940 / 79941 / 79942 / 79943 / 79944 / 79945 / 79946 / 79947 / 79948 / 79949 / 79950 / 79951 / 79952 / 79953 / 79954 / 79955 / 79958 / 79960 / 79961 / 79968 / 79976 / 79978 / 79980 / 79990 / 79995 / 79996 / 79997 / 79998 / 79999 / 88510 / 88511 / 88512 / 88513 / 88514 / 88515 / 88516 / 88517 / 88518 / 88519 / 88520 / 88521 / 88523 / 88524 / 88525 / 88526 / 88527 / 88528 / 88529 / 88530 / 88531 / 88532 / 88533 / 88534 / 88535 / 88536 / 88538 / 88539 / 88540 / 88541 / 88542 / 88543 / 88544 / 88545 / 88546 / 88547 / 88548 / 88549 / 88550 / 88553 / 88554 / 88555 / 88556 / 88557 / 88558 / 88559 / 88560 / 88561 / 88562 / 88563 / 88565 / 88566 / 88567 / 88568 / 88569 / 88570 / 88571 / 88572 / 88573 / 88574 / 88575 / 88576 / 88577 / 88578 / 88579 / 88580 / 88581 / 88582 / 88583 / 88584 / 88585 / 88586 / 88587 / 88588 / 88589 / 88590 / 88595,City,683080,42772
42710,4225,Washington,District of Columbia,DC,District of Columbia,20001 / 20002 / 20003 / 20004 / 20005 / 20006 / 20007 / 20008 / 20009 / 20010 / 20011 / 20012 / 20013 / 20015 / 20016 / 20017 / 20018 / 20019 / 20020 / 20022 / 20023 / 20024 / 20026 / 20027 / 20029 / 20030 / 20032 / 20033 / 20035 / 20036 / 20037 / 20038 / 20039 / 20040 / 20041 / 20042 / 20043 / 20044 / 20045 / 20046 / 20047 / 20049 / 20050 / 20051 / 20052 / 20053 / 20055 / 20056 / 20057 / 20058 / 20059 / 20060 / 20061 / 20062 / 20063 / 20064 / 20065 / 20066 / 20067 / 20068 / 20069 / 20070 / 20071 / 20073 / 20074 / 20075 / 20076 / 20077 / 20078 / 20080 / 20081 / 20082 / 20088 / 20090 / 20091 / 20097 / 20098 / 20189 / 20201 / 20202 / 20203 / 20204 / 20206 / 20207 / 20208 / 20210 / 20211 / 20212 / 20213 / 20214 / 20215 / 20216 / 20217 / 20218 / 20219 / 20220 / 20221 / 20222 / 20223 / 20224 / 20226 / 20227 / 20228 / 20229 / 20230 / 20232 / 20233 / 20235 / 20237 / 20238 / 20239 / 20240 / 20241 / 20242 / 20244 / 20245 / 20250 / 20251 / 20254 / 20260 / 20261 / 20262 / 20265 / 20266 / 20268 / 20270 / 20277 / 20289 / 20299 / 20301 / 20303 / 20306 / 20307 / 20310 / 20314 / 20317 / 20318 / 20319 / 20330 / 20340 / 20350 / 20355 / 20370 / 20372 / 20373 / 20374 / 20375 / 20376 / 20380 / 20388 / 20389 / 20390 / 20391 / 20392 / 20393 / 20394 / 20395 / 20398 / 20401 / 20402 / 20403 / 20404 / 20405 / 20406 / 20407 / 20408 / 20409 / 20410 / 20411 / 20412 / 20413 / 20414 / 20415 / 20416 / 20417 / 20418 / 20419 / 20420 / 20421 / 20422 / 20423 / 20424 / 20425 / 20426 / 20427 / 20428 / 20429 / 20431 / 20433 / 20434 / 20435 / 20436 / 20437 / 20439 / 20440 / 20441 / 20442 / 20444 / 20447 / 20451 / 20453 / 20456 / 20460 / 20463 / 20468 / 20469 / 20470 / 20472 / 20500 / 20501 / 20502 / 20503 / 20504 / 20505 / 20506 / 20507 / 20508 / 20509 / 20510 / 20511 / 20515 / 20520 / 20521 / 20522 / 20523 / 20524 / 20525 / 20526 / 20527 / 20528 / 20529 / 20530 / 20531 / 20532 / 20533 / 20534 / 20535 / 20536 / 20537 / 20538 / 20539 / 20540 / 20541 / 20542 / 20543 / 20544 / 20546 / 20547 / 20548 / 20549 / 20551 / 20552 / 20553 / 20554 / 20555 / 20557 / 20558 / 20559 / 20560 / 20565 / 20566 / 20570 / 20571 / 20572 / 20573 / 20575 / 20576 / 20577 / 20578 / 20579 / 20580 / 20581 / 20585 / 20586 / 20590 / 20591 / 20593 / 20594 / 20597 / 20599 / 56901 / 56902 / 56904 / 56915 / 56920 / 56933 / 56944 / 56945 / 56950 / 56965 / 56972,City,681170,70848
4165,14695,Boston,Suffolk County,MA,Massachusetts,02108 / 02109 / 02110 / 02111 / 02112 / 02113 / 02114 / 02115 / 02116 / 02117 / 02118 / 02119 / 02120 / 02121 / 02122 / 02123 / 02124 / 02125 / 02126 / 02127 / 02128 / 02129 / 02130 / 02131 / 02132 / 02133 / 02134 / 02135 / 02136 / 02137 / 02151 / 02152 / 02163 / 02196 / 02199 / 02201 / 02203 / 02204 / 02205 / 02206 / 02207 / 02210 / 02211 / 02212 / 02215 / 02216 / 02217 / 02222 / 02228 / 02241 / 02266 / 02283 / 02284 / 02293 / 02295 / 02297 / 02298 / 02467,City,673184,55777
10374,16774,Detroit,Wayne County,MI,Michigan,48201 / 48202 / 48203 / 48204 / 48205 / 48206 / 48207 / 48208 / 48209 / 48210 / 48211 / 48212 / 48213 / 48214 / 48215 / 48216 / 48217 / 48219 / 48221 / 48222 / 48223 / 48224 / 48225 / 48226 / 48227 / 48228 / 48231 / 48232 / 48233 / 48234 / 48235 / 48236 / 48238 / 48239 / 48240 / 48242 / 48243 / 48244 / 48255 / 48260 / 48264 / 48265 / 48266 / 48267 / 48268 / 48269 / 48272 / 48275 / 48277 / 48278 / 48279 / 48288,City,672795,25764
25801,39148,Memphis,Shelby County,TN,Tennessee,37501 / 37544 / 38002 / 38016 / 38018 / 38028 / 38101 / 38103 / 38104 / 38105 / 38106 / 38107 / 38108 / 38109 / 38110 / 38111 / 38112 / 38113 / 38114 / 38115 / 38116 / 38117 / 38118 / 38119 / 38120 / 38122 / 38124 / 38125 / 38126 / 38127 / 38128 / 38130 / 38131 / 38132 / 38133 / 38134 / 38135 / 38136 / 38137 / 38138 / 38141 / 38142 / 38145 / 38147 / 38148 / 38150 / 38151 / 38152 / 38157 / 38159 / 38161 / 38163 / 38165 / 38166 / 38167 / 38168 / 38173 / 38174 / 38175 / 38177 / 38181 / 38182 / 38184 / 38186 / 38187 / 38188 / 38190 / 38193 / 38194 / 38197,City,652717,36445
32839,33714,Portland,Clackamas County / Multnomah County / Washington County,OR,Oregon,97035 / 97086 / 97201 / 97202 / 97203 / 97204 / 97205 / 97206 / 97207 / 97208 / 97209 / 97210 / 97211 / 97212 / 97213 / 97214 / 97215 / 97216 / 97217 / 97218 / 97219 / 97220 / 97221 / 97222 / 97223 / 97227 / 97228 / 97229 / 97230 / 97231 / 97232 / 97233 / 97236 / 97238 / 97239 / 97240 / 97242 / 97251 / 97253 / 97254 / 97255 / 97256 / 97258 / 97259 / 97266 / 97271 / 97272 / 97280 / 97282 / 97283 / 97286 / 97290 / 97291 / 97292 / 97293 / 97299,City,639863,55003
29955,33201,Oklahoma City,Canadian County / Cleveland County / Oklahoma County / Pottawatomie County,OK,Oklahoma,73008 / 73012 / 73013 / 73020 / 73026 / 73036 / 73049 / 73054 / 73064 / 73071 / 73078 / 73084 / 73097 / 73099 / 73101 / 73102 / 73103 / 73104 / 73105 / 73106 / 73107 / 73108 / 73109 / 73110 / 73111 / 73112 / 73113 / 73114 / 73115 / 73116 / 73117 / 73118 / 73119 / 73120 / 73121 / 73122 / 73123 / 73124 / 73125 / 73126 / 73127 / 73128 / 73129 / 73130 / 73131 / 73132 / 73134 / 73135 / 73136 / 73137 / 73139 / 73140 / 73141 / 73142 / 73143 / 73144 / 73145 / 73146 / 73147 / 73148 / 73149 / 73150 / 73151 / 73152 / 73153 / 73154 / 73155 / 73156 / 73157 / 73159 / 73160 / 73162 / 73163 / 73164 / 73165 / 73167 / 73169 / 73170 / 73172 / 73173 / 73178 / 73179 / 73184 / 73185 / 73189 / 73190 / 73193 / 73194 / 73195 / 73196 / 73197 / 73198 / 73199 / 74851 / 74857,City,638367,47779
22125,27983,Las Vegas,Clark County,NV,Nevada,88901 / 88905 / 89030 / 89101 / 89102 / 89104 / 89106 / 89107 / 89108 / 89109 / 89110 / 89114 / 89116 / 89117 / 89124 / 89125 / 89126 / 89127 / 89128 / 89129 / 89130 / 89131 / 89133 / 89134 / 89135 / 89136 / 89137 / 89138 / 89143 / 89144 / 89145 / 89146 / 89149 / 89152 / 89153 / 89155 / 89157 / 89158 / 89162 / 89163 / 89166 / 89180 / 89185 / 89195,City,632912,50202
2083,15211,Baltimore,Baltimore city,MD,Maryland,21201 / 21202 / 21203 / 21205 / 21206 / 21207 / 21208 / 21209 / 21210 / 21211 / 21212 / 21213 / 21214 / 21215 / 21216 / 21217 / 21218 / 21222 / 21223 / 21224 / 21225 / 21226 / 21227 / 21229 / 21230 / 21231 / 21233 / 21234 / 21235 / 21236 / 21237 / 21239 / 21240 / 21241 / 21250 / 21251 / 21252 / 21260 / 21263 / 21264 / 21265 / 21270 / 21273 / 21274 / 21275 / 21278 / 21279 / 21280 / 21281 / 21282 / 21283 / 21284 / 21285 / 21287 / 21288 / 21289 / 21290 / 21297 / 21298,City,614664,42241
26523,44173,Milwaukee,Milwaukee County / Washington County / Waukesha County,WI,Wisconsin,53154 / 53201 / 53202 / 53203 / 53204 / 53205 / 53206 / 53207 / 53208 / 53209 / 53210 / 53211 / 53212 / 53213 / 53214 / 53215 / 53216 / 53217 / 53218 / 53219 / 53220 / 53221 / 53222 / 53223 / 53224 / 53225 / 53226 / 53227 / 53228 / 53233 / 53234 / 53237 / 53244 / 53259 / 53263 / 53267 / 53268 / 53274 / 53278 / 53288 / 53290 / 53293 / 53295,City,595047,35958
410,27489,Albuquerque,Bernalillo County,NM,New Mexico,87101 / 87102 / 87103 / 87104 / 87105 / 87106 / 87107 / 87108 / 87109 / 87110 / 87111 / 87112 / 87113 / 87114 / 87115 / 87116 / 87117 / 87119 / 87120 / 87121 / 87122 / 87123 / 87125 / 87131 / 87151 / 87153 / 87154 / 87158 / 87165 / 87176 / 87181 / 87184 / 87185 / 87187 / 87190 / 87191 / 87192 / 87193 / 87194 / 87195 / 87196 / 87197 / 87198 / 87199,City,559277,47030
40854,1876,Tucson,Pima County,AZ,Arizona,85629 / 85641 / 85701 / 85702 / 85703 / 85704 / 85705 / 85706 / 85707 / 85708 / 85709 / 85710 / 85711 / 85712 / 85713 / 85714 / 85715 / 85716 / 85717 / 85718 / 85719 / 85720 / 85721 / 85722 / 85723 / 85724 / 85725 / 85726 / 85730 / 85731 / 85732 / 85733 / 85734 / 85738 / 85741 / 85745 / 85746 / 85747 / 85748 / 85749 / 85750 / 85751 / 85754 / 85756 / 85775 / 85777,City,530706,37149
14457,2435,Fresno,Fresno County,CA,California,93611 / 93619 / 93650 / 93701 / 93702 / 93703 / 93704 / 93705 / 93706 / 93707 / 93708 / 93709 / 93710 / 93711 / 93714 / 93715 / 93716 / 93717 / 93718 / 93720 / 93721 / 93722 / 93723 / 93724 / 93725 / 93726 / 93727 / 93728 / 93729 / 93730 / 93737 / 93740 / 93741 / 93744 / 93745 / 93750 / 93755 / 93760 / 93761 / 93764 / 93765 / 93771 / 93772 / 93774 / 93775 / 93776 / 93777 / 93778 / 93779 / 93780 / 93784 / 93786 / 93790 / 93791 / 93792 / 93793 / 93794 / 93844 / 93888,City,522053,41531
35504,3104,Sacramento,Sacramento County,CA,California,94203 / 94204 / 94205 / 94207 / 94208 / 94209 / 94211 / 94229 / 94230 / 94232 / 94234 / 94235 / 94236 / 94237 / 94239 / 94240 / 94244 / 94245 / 94246 / 94247 / 94248 / 94249 / 94250 / 94252 / 94254 / 94256 / 94257 / 94258 / 94259 / 94261 / 94262 / 94263 / 94267 / 94268 / 94269 / 94271 / 94273 / 94274 / 94277 / 94278 / 94279 / 94280 / 94282 / 94283 / 94284 / 94285 / 94286 / 94287 / 94288 / 94289 / 94290 / 94291 / 94293 / 94294 / 94295 / 94296 / 94297 / 94298 / 94299 / 95660 / 95673 / 95758 / 95811 / 95812 / 95813 / 95814 / 95815 / 95816 / 95817 / 95818 / 95819 / 95820 / 95821 / 95822 / 95823 / 95824 / 95825 / 95826 / 95828 / 95829 / 95831 / 95832 / 95833 / 95834 / 95835 / 95836 / 95837 / 95838 / 95840 / 95841 / 95851 / 95852 / 95853 / 95864 / 95867 / 95894,City,495234,50739
4815,28266,Brookhaven,Suffolk County,NY,New York,00501 / 00544 / 11706 / 11713 / 11715 / 11719 / 11720 / 11727 / 11733 / 11738 / 11741 / 11742 / 11755 / 11763 / 11764 / 11766 / 11772 / 11776 / 11777 / 11778 / 11779 / 11780 / 11782 / 11784 / 11786 / 11789 / 11790 / 11792 / 11794 / 11933 / 11934 / 11940 / 11941 / 11949 / 11950 / 11951 / 11953 / 11955 / 11961 / 11967 / 11973 / 11978 / 11980,Town,486599,87040
25963,1706,Mesa,Maricopa County,AZ,Arizona,85120 / 85142 / 85201 / 85202 / 85203 / 85204 / 85205 / 85206 / 85207 / 85208 / 85209 / 85210 / 85211 / 85212 / 85213 / 85214 / 85215 / 85216 / 85227 / 85256 / 85274 / 85275 / 85277 / 85290,City,484587,48809
20438,21519,Kansas City,Cass County / Clay County / Jackson County / Platte County,MO,Missouri,64012 / 64053 / 64055 / 64064 / 64068 / 64079 / 64082 / 64101 / 64102 / 64105 / 64106 / 64108 / 64109 / 64110 / 64111 / 64112 / 64113 / 64114 / 64116 / 64117 / 64118 / 64119 / 64120 / 64121 / 64123 / 64124 / 64125 / 64126 / 64127 / 64128 / 64129 / 64130 / 64131 / 64132 / 64133 / 64134 / 64136 / 64137 / 64138 / 64139 / 64141 / 64144 / 64145 / 64146 / 64147 / 64148 / 64149 / 64150 / 64151 / 64152 / 64153 / 64154 / 64155 / 64156 / 64157 / 64158 / 64161 / 64163 / 64164 / 64165 / 64166 / 64167 / 64168 / 64170 / 64171 / 64172 / 64179 / 64180 / 64183 / 64184 / 64185 / 64187 / 64188 / 64190 / 64191 / 64192 / 64193 / 64194 / 64195 / 64196 / 64197 / 64198 / 64199 / 64944 / 64999,City,481420,45821
38823,29880,Staten Island,Richmond County,NY,New York,10301 / 10302 / 10303 / 10304 / 10305 / 10306 / 10307 / 10308 / 10309 / 10310 / 10311 / 10312 / 10313 / 10314,Borough,474558,55039
1616,5249,Atlanta,DeKalb County / Fulton County,GA,Georgia,30301 / 30302 / 30303 / 30304 / 30305 / 30306 / 30307 / 30308 / 30309 / 30310 / 30311 / 30312 / 30313 / 30314 / 30315 / 30316 / 30317 / 30318 / 30319 / 30320 / 30321 / 30324 / 30325 / 30326 / 30327 / 30330 / 30331 / 30332 / 30334 / 30336 / 30342 / 30343 / 30348 / 30353 / 30354 / 30355 / 30357 / 30358 / 30360 / 30361 / 30362 / 30363 / 30368 / 30369 / 30370 / 30371 / 30375 / 30376 / 30377 / 30378 / 30379 / 30380 / 30384 / 30385 / 30386 / 30387 / 30388 / 30389 / 30390 / 30392 / 30394 / 30396 / 30398 / 30399 / 31106 / 31107 / 31119 / 31120 / 31126 / 31131 / 31136 / 31139 / 31141 / 31145 / 31146 / 31150 / 31156 / 31191 / 31192 / 31193 / 31195 / 31196 / 31197 / 31198 / 31199 / 39901,City,472522,47527
23577,2719,Long Beach,Los Angeles County,CA,California,90711 / 90712 / 90731 / 90740 / 90755 / 90801 / 90802 / 90803 / 90804 / 90805 / 90806 / 90807 / 90808 / 90809 / 90810 / 90813 / 90814 / 90815 / 90822 / 90831 / 90832 / 90833 / 90834 / 90835 / 90840 / 90842 / 90844 / 90845 / 90846 / 90847 / 90848 / 90853 / 90888 / 90895 / 90899,City,470130,52783
8386,3542,Colorado Springs,El Paso County,CO,Colorado,80809 / 80829 / 80831 / 80901 / 80902 / 80903 / 80904 / 80905 / 80906 / 80907 / 80908 / 80909 / 80910 / 80911 / 80912 / 80913 / 80914 / 80915 / 80916 / 80917 / 80918 / 80919 / 80920 / 80921 / 80922 / 80923 / 80924 / 80925 / 80926 / 80927 / 80928 / 80929 / 80930 / 80931 / 80932 / 80933 / 80934 / 80935 / 80936 / 80937 / 80938 / 80939 / 80940 / 80941 / 80942 / 80943 / 80944 / 80945 / 80946 / 80947 / 80949 / 80950 / 80951 / 80960 / 80962 / 80970 / 80977 / 80995 / 80997,City,465101,54527
33472,23481,Raleigh,Durham County / Wake County,NC,North Carolina,27511 / 27518 / 27529 / 27545 / 27560 / 27587 / 27591 / 27601 / 27602 / 27603 / 27604 / 27605 / 27606 / 27607 / 27608 / 27609 / 27610 / 27611 / 27612 / 27613 / 27614 / 27615 / 27616 / 27617 / 27619 / 27620 / 27621 / 27622 / 27623 / 27624 / 27625 / 27626 / 27627 / 27628 / 27629 / 27634 / 27635 / 27636 / 27640 / 27650 / 27656 / 27658 / 27661 / 27668 / 27675 / 27676 / 27690 / 27695 / 27697 / 27698 / 27699 / 27703,City,458880,55398
26034,4807,Miami,Miami-Dade County,FL,Florida,33101 / 33102 / 33107 / 33109 / 33111 / 33114 / 33116 / 33119 / 33121 / 33122 / 33124 / 33125 / 33126 / 33127 / 33128 / 33129 / 33130 / 33131 / 33132 / 33133 / 33134 / 33135 / 33136 / 33137 / 33138 / 33139 / 33140 / 33141 / 33142 / 33143 / 33144 / 33145 / 33146 / 33147 / 33148 / 33149 / 33150 / 33151 / 33152 / 33153 / 33154 / 33155 / 33156 / 33157 / 33158 / 33159 / 33160 / 33161 / 33162 / 33163 / 33164 / 33165 / 33167 / 33168 / 33169 / 33170 / 33173 / 33174 / 33175 / 33176 / 33177 / 33179 / 33180 / 33181 / 33183 / 33184 / 33185 / 33186 / 33187 / 33188 / 33189 / 33190 / 33193 / 33194 / 33195 / 33196 / 33197 / 33199 / 33206 / 33231 / 33233 / 33234 / 33238 / 33239 / 33242 / 33243 / 33245 / 33247 / 33255 / 33256 / 33257 / 33261 / 33265 / 33266 / 33269 / 33280 / 33283 / 33296 / 33299,City,453579,31051
42100,41959,Virginia Beach,Virginia Beach city,VA,Virginia,23450 / 23451 / 23452 / 23453 / 23454 / 23455 / 23456 / 23457 / 23458 / 23459 / 23460 / 23461 / 23462 / 23463 / 23464 / 23465 / 23466 / 23467 / 23471 / 23479,City,452602,66634
30100,26059,Omaha,Douglas County,NE,Nebraska,51510 / 68007 / 68010 / 68022 / 68101 / 68102 / 68103 / 68104 / 68105 / 68106 / 68107 / 68108 / 68109 / 68110 / 68111 / 68112 / 68114 / 68116 / 68117 / 68118 / 68119 / 68120 / 68122 / 68124 / 68127 / 68130 / 68131 / 68132 / 68134 / 68135 / 68136 / 68137 / 68138 / 68139 / 68142 / 68144 / 68145 / 68152 / 68154 / 68155 / 68157 / 68164 / 68172 / 68175 / 68176 / 68178 / 68179 / 68180 / 68181 / 68182 / 68183 / 68197 / 68198,City,446970,49896
29680,2906,Oakland,Alameda County,CA,California,94502 / 94601 / 94602 / 94603 / 94604 / 94605 / 94606 / 94607 / 94608 / 94609 / 94610 / 94611 / 94612 / 94613 / 94614 / 94615 / 94617 / 94618 / 94619 / 94620 / 94621 / 94622 / 94623 / 94624 / 94625 / 94649 / 94659 / 94660 / 94661 / 94666 / 94704 / 94705,City,420005,54618
26588,19808,Minneapolis,Hennepin County,MN,Minnesota,55401 / 55402 / 55403 / 55404 / 55405 / 55406 / 55407 / 55408 / 55409 / 55410 / 55411 / 55412 / 55413 / 55414 / 55415 / 55416 / 55417 / 55418 / 55419 / 55420 / 55421 / 55422 / 55423 / 55424 / 55425 / 55426 / 55427 / 55428 / 55429 / 55430 / 55431 / 55432 / 55433 / 55434 / 55435 / 55436 / 55437 / 55438 / 55439 / 55440 / 55441 / 55442 / 55443 / 55444 / 55445 / 55446 / 55447 / 55448 / 55449 / 55450 / 55454 / 55455 / 55458 / 55459 / 55460 / 55467 / 55468 / 55470 / 55472 / 55473 / 55474 / 55478 / 55479 / 55480 / 55483 / 55484 / 55485 / 55486 / 55487 / 55488,City,413651,51480
40877,33378,Tulsa,Osage County / Rogers County / Tulsa County / Wagoner County,OK,Oklahoma,74008 / 74012 / 74014 / 74015 / 74037 / 74055 / 74073 / 74101 / 74102 / 74103 / 74104 / 74105 / 74106 / 74107 / 74108 / 74110 / 74112 / 74114 / 74115 / 74116 / 74117 / 74119 / 74120 / 74121 / 74126 / 74127 / 74128 / 74129 / 74130 / 74131 / 74132 / 74133 / 74134 / 74135 / 74136 / 74137 / 74141 / 74145 / 74146 / 74147 / 74148 / 74149 / 74150 / 74152 / 74153 / 74155 / 74156 / 74157 / 74158 / 74159 / 74169 / 74170 / 74171 / 74172 / 74182 / 74183 / 74184 / 74186 / 74187 / 74189 / 74192 / 74193 / 74194,City,403090,42284
1327,39387,Arlington,Tarrant County,TX,Texas,75050 / 75052 / 76001 / 76002 / 76003 / 76004 / 76005 / 76006 / 76007 / 76010 / 76011 / 76012 / 76013 / 76014 / 76015 / 76016 / 76017 / 76018 / 76019 / 76040 / 76060 / 76063 / 76094 / 76096 / 76112 / 76119 / 76120,City,392772,53326
28447,14483,New Orleans,Orleans Parish,LA,Louisiana,70112 / 70113 / 70114 / 70115 / 70116 / 70117 / 70118 / 70119 / 70121 / 70122 / 70123 / 70124 / 70125 / 70126 / 70127 / 70128 / 70129 / 70130 / 70131 / 70139 / 70140 / 70141 / 70142 / 70143 / 70145 / 70146 / 70148 / 70149 / 70150 / 70151 / 70152 / 70153 / 70154 / 70156 / 70157 / 70158 / 70159 / 70160 / 70161 / 70162 / 70163 / 70164 / 70165 / 70166 / 70167 / 70170 / 70172 / 70174 / 70175 / 70176 / 70177 / 70178 / 70179 / 70181 / 70182 / 70183 / 70184 / 70185 / 70186 / 70187 / 70189 / 70190 / 70195,City,391495,36792
44365,13589,Wichita,Sedgwick County,KS,Kansas,67037 / 67052 / 67055 / 67067 / 67101 / 67106 / 67201 / 67202 / 67203 / 67204 / 67205 / 67206 / 67207 / 67208 / 67209 / 67210 / 67211 / 67212 / 67213 / 67214 / 67215 / 67216 / 67217 / 67218 / 67219 / 67220 / 67223 / 67226 / 67227 / 67228 / 67230 / 67232 / 67235 / 67260 / 67275 / 67276 / 67277 / 67278,City,389902,45947
7878,30615,Cleveland,Cuyahoga County,OH,Ohio,44101 / 44102 / 44103 / 44104 / 44105 / 44106 / 44107 / 44108 / 44109 / 44110 / 44111 / 44112 / 44113 / 44114 / 44115 / 44117 / 44118 / 44119 / 44120 / 44121 / 44122 / 44124 / 44125 / 44126 / 44127 / 44128 / 44129 / 44130 / 44134 / 44135 / 44142 / 44143 / 44144 / 44178 / 44181 / 44185 / 44188 / 44189 / 44190 / 44191 / 44192 / 44193 / 44194 / 44195 / 44197 / 44198 / 44199,City,385809,26150
39843,5093,Tampa,Hillsborough County,FL,Florida,33601 / 33602 / 33603 / 33604 / 33605 / 33606 / 33607 / 33608 / 33609 / 33610 / 33611 / 33612 / 33613 / 33614 / 33615 / 33616 / 33617 / 33618 / 33619 / 33620 / 33621 / 33622 / 33623 / 33624 / 33625 / 33626 / 33629 / 33630 / 33631 / 33633 / 33634 / 33635 / 33637 / 33646 / 33647 / 33650 / 33651 / 33655 / 33660 / 33661 / 33662 / 33663 / 33664 / 33672 / 33673 / 33674 / 33675 / 33677 / 33679 / 33680 / 33681 / 33682 / 33684 / 33685 / 33686 / 33687 / 33688 / 33689 / 33690 / 33694,City,377165,44185
2004,2006,Bakersfield,Kern County,CA,California,93203 / 93220 / 93301 / 93302 / 93303 / 93304 / 93305 / 93306 / 93307 / 93308 / 93309 / 93311 / 93312 / 93313 / 93314 / 93380 / 93381 / 93382 / 93383 / 93384 / 93385 / 93386 / 93387 / 93389 / 93390,City,376380,57095
1765,3477,Aurora,Adams County / Arapahoe County / Douglas County,CO,Colorado,80010 / 80011 / 80012 / 80013 / 80014 / 80015 / 80016 / 80017 / 80018 / 80019 / 80040 / 80041 / 80042 / 80044 / 80045 / 80046 / 80047 / 80102 / 80112 / 80137 / 80138 / 80247,City,361710,53011
18668,5883,Honolulu,Honolulu County,HI,Hawaii,96801 / 96802 / 96803 / 96804 / 96805 / 96806 / 96807 / 96808 / 96809 / 96810 / 96811 / 96812 / 96813 / 96814 / 96815 / 96816 / 96817 / 96818 / 96819 / 96820 / 96821 / 96822 / 96823 / 96824 / 96825 / 96826 / 96827 / 96828 / 96830 / 96835 / 96836 / 96837 / 96838 / 96839 / 96840 / 96841 / 96843 / 96844 / 96846 / 96847 / 96848 / 96849 / 96850 / 96853 / 96858 / 96859 / 96898,CDP,351792,61442
911,1968,Anaheim,Orange County,CA,California,92801 / 92802 / 92803 / 92804 / 92805 / 92806 / 92807 / 92808 / 92809 / 92811 / 92812 / 92814 / 92815 / 92816 / 92817 / 92825 / 92850 / 92887 / 92899,City,351043,60752
35946,3149,Santa Ana,Orange County,CA,California,92701 / 92702 / 92703 / 92704 / 92705 / 92706 / 92707 / 92712 / 92725 / 92728 / 92735 / 92799 / 92843,City,334217,52253
19617,28979,Islip,Suffolk County,NY,New York,11702 / 11705 / 11706 / 11715 / 11716 / 11717 / 11718 / 11722 / 11730 / 11739 / 11741 / 11742 / 11749 / 11751 / 11752 / 11760 / 11769 / 11770 / 11772 / 11779 / 11782 / 11788 / 11795 / 11796,Town,333758,86864
8869,39650,Corpus Christi,Aransas County / Kleberg County / Nueces County / San Patricio County,TX,Texas,78347 / 78362 / 78370 / 78373 / 78380 / 78401 / 78402 / 78403 / 78404 / 78405 / 78406 / 78407 / 78408 / 78409 / 78410 / 78411 / 78412 / 78413 / 78414 / 78415 / 78416 / 78417 / 78418 / 78419 / 78426 / 78427 / 78460 / 78461 / 78463 / 78465 / 78466 / 78467 / 78468 / 78469 / 78470 / 78471 / 78472 / 78473 / 78474 / 78475 / 78476 / 78477 / 78478 / 78480,City,325733,50658
34480,3075,Riverside,Riverside County,CA,California,92501 / 92502 / 92503 / 92504 / 92505 / 92506 / 92507 / 92508 / 92509 / 92513 / 92514 / 92515 / 92516 / 92517 / 92521 / 92522 / 92557,City,324722,57196
22733,13918,Lexington-Fayette,Fayette County,KY,Kentucky,40361 / 40502 / 40503 / 40504 / 40505 / 40506 / 40507 / 40508 / 40509 / 40510 / 40511 / 40512 / 40513 / 40514 / 40515 / 40516 / 40517 / 40522 / 40523 / 40524 / 40526 / 40533 / 40536 / 40544 / 40546 / 40550 / 40555 / 40574 / 40575 / 40576 / 40577 / 40578 / 40579 / 40580 / 40581 / 40582 / 40583 / 40588 / 40591 / 40598,Urban County ,318449,49778
38563,22038,St. Louis,St. Louis city,MO,Missouri,63101 / 63102 / 63103 / 63104 / 63105 / 63106 / 63107 / 63108 / 63109 / 63110 / 63111 / 63112 / 63113 / 63114 / 63115 / 63116 / 63117 / 63118 / 63119 / 63120 / 63121 / 63122 / 63123 / 63124 / 63125 / 63126 / 63127 / 63128 / 63129 / 63130 / 63131 / 63132 / 63133 / 63134 / 63135 / 63136 / 63137 / 63138 / 63139 / 63140 / 63141 / 63143 / 63144 / 63145 / 63146 / 63147 / 63150 / 63151 / 63155 / 63156 / 63157 / 63158 / 63160 / 63163 / 63164 / 63166 / 63167 / 63169 / 63171 / 63177 / 63178 / 63179 / 63180 / 63182 / 63188 / 63190 / 63195 / 63196 / 63197 / 63199,City,311404,35599
